dataset_row,title,source_row,paragraph_id,sentence_start_id,sentence_end_id,sentence_count,word_count,char_count,topic,document,sentence
8987,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,15,16,16,1,40,265,-1,"Inside Camry, the spacious, driver-oriented interior is designed for functionality and style, but also offers a great deal of comfort and convenience, starting with the soft-text-trimmed sports seating on SE grades and leather-trimmed seating on XLE and XSE grades.","Inside Camry, the spacious, driver-oriented interior is designed for functionality and style, but also offers a great deal of comfort and convenience, starting with the soft-text-trimmed sports seating on SE grades and leather-trimmed seating on XLE and XSE grades."
8988,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,16,17,17,1,16,114,0,"Plus, the available dual-zone automatic climate control lets drivers and passengers dial in the ideal temperature.","Plus, the available dual-zone automatic climate control lets drivers and passengers dial in the ideal temperature."
8989,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,17,18,18,1,29,178,0,"This inviting interior has room for everyone, with plenty of space for passengers to comfortably stretch out, as well as a standard 8-way power driver's seat with lumbar support.","This inviting interior has room for everyone, with plenty of space for passengers to comfortably stretch out, as well as a standard 8-way power driver's seat with lumbar support."
8990,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,18,19,19,1,28,181,-1,"And Camry TRD's track-inspired design also makes its way into the interior with a unique MID startup screen, red contrast stitching and seat belts, and TRD-stitched front headrests.","And Camry TRD's track-inspired design also makes its way into the interior with a unique MID startup screen, red contrast stitching and seat belts, and TRD-stitched front headrests."
8991,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,19,20,20,1,16,101,-1,"Camry's inspired design leaves a lasting impression, but it's the technology that brings it all home.","Camry's inspired design leaves a lasting impression, but it's the technology that brings it all home."
8992,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,20,21,21,1,36,226,-1,"The standard 7-inch multimedia touchscreen gives drivers easy access to media controls right in line of sight, while the available 9-inch touchscreen can be upgraded with a 9-speaker JBL system with a subwoofer for extra bass.","The standard 7-inch multimedia touchscreen gives drivers easy access to media controls right in line of sight, while the available 9-inch touchscreen can be upgraded with a 9-speaker JBL system with a subwoofer for extra bass."
8993,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,21,22,22,1,12,79,-1,And all of Camry's audio multimedia systems have plenty of impressive features.,And all of Camry's audio multimedia systems have plenty of impressive features.
8994,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,22,23,23,1,21,147,0,"including standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from the iPhone.","including standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from the iPhone."
8995,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,23,24,24,1,28,189,0,"Next, Android Auto compatibility makes it easy for Android users to stay connected to Android devices, while Amazon Alexa connectivity keeps Amazon's digital assistant just a question away.","Next, Android Auto compatibility makes it easy for Android users to stay connected to Android devices, while Amazon Alexa connectivity keeps Amazon's digital assistant just a question away."
8996,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,24,25,25,1,23,154,-1,"Plus, there's even a standard three-month Sirius X and Platinum Plan trial subscription to more than 300 radio channels accessible throughout the country.","Plus, there's even a standard three-month Sirius X and Platinum Plan trial subscription to more than 300 radio channels accessible throughout the country."
8997,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,25,26,26,1,33,249,-1,"Finally, Camry also features an extensive list of available connected services and convenience technologies, like an available 10-inch head-up display, an available 7-inch multi-information display, Qi wireless smartphone charging, and so much more.","Finally, Camry also features an extensive list of available connected services and convenience technologies, like an available 10-inch head-up display, an available 7-inch multi-information display, Qi wireless smartphone charging, and so much more."
8998,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,26,27,27,1,28,166,-1,"Built on the proven TMGA platform, Camry offers enhanced handling and overall ride comfort, with a wide stance and low center of gravity that puts drivers in command.","Built on the proven TMGA platform, Camry offers enhanced handling and overall ride comfort, with a wide stance and low center of gravity that puts drivers in command."
8999,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,27,28,28,1,23,146,0,"In fact, the SC and XSE grades both come standard with a sport-tuned suspension and paddle shifters mounted on the leather-trimmed steering wheel.","In fact, the SC and XSE grades both come standard with a sport-tuned suspension and paddle shifters mounted on the leather-trimmed steering wheel."
9000,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,28,29,29,1,25,133,0,"The same even goes for the SC and XSE hybrid grades, proving that a fun-loving car doesn't have to come at the expense of efficiency.","The same even goes for the SC and XSE hybrid grades, proving that a fun-loving car doesn't have to come at the expense of efficiency."
9001,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,29,30,30,1,32,182,-1,"And when it comes to speed, the available 3.5-liter V6 engine with 301 horsepower clearly shows that there's a lot more to Camry's performance story than just comfort and good looks.","And when it comes to speed, the available 3.5-liter V6 engine with 301 horsepower clearly shows that there's a lot more to Camry's performance story than just comfort and good looks."
9002,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,30,31,31,1,17,136,-1,"But whether V6 or four-cylinder, Camry's gas powertrains both come paired with Toyota's direct-shift eight-speed automatic transmission.","But whether V6 or four-cylinder, Camry's gas powertrains both come paired with Toyota's direct-shift eight-speed automatic transmission."
9003,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,31,32,32,1,34,223,0,"Additionally, the four-cylinder can also be outfitted with an available all-wheel drive system that can automatically direct up to 50% of engine torque to the rear wheels to help maintain traction in challenging conditions.","Additionally, the four-cylinder can also be outfitted with an available all-wheel drive system that can automatically direct up to 50% of engine torque to the rear wheels to help maintain traction in challenging conditions."
9004,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,32,33,34,2,32,223,0,"And finally, the high-performance TRD grade boasts a track-tuned suspension system. thicker underbody bracing, larger 12.9-inch front brakes, and a unique cat-back exhaust system that helps make this Camry's presence known.","And finally, the high-performance TRD grade boasts a track-tuned suspension system. thicker underbody bracing, larger 12.9-inch front brakes, and a unique cat-back exhaust system that helps make this Camry's presence known."
9005,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,33,35,35,1,15,82,-1,"It goes without saying that Camry is designed with safety in mind, inside and out.","It goes without saying that Camry is designed with safety in mind, inside and out."
9006,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,34,36,36,1,51,350,0,"To that end, the entire Camry lineup comes standard with Toyota Safety Sense 2.5+, Toyota's advanced suite of active safety technologies that offers enhanced functionality with features like Pre-Collision System, Lane Departure Alert with Steering Assist, automatic high beams, dynamic radar cruise control, lane tracing assist, and road sign assist.","To that end, the entire Camry lineup comes standard with Toyota Safety Sense 2.5+, Toyota's advanced suite of active safety technologies that offers enhanced functionality with features like Pre-Collision System, Lane Departure Alert with Steering Assist, automatic high beams, dynamic radar cruise control, lane tracing assist, and road sign assist."
9007,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,35,37,37,1,29,180,0,"Along with its 10 standard airbags, every Camry also features Star Safety System, a robust safety suite that's designed to help prevent accidents from occurring in the first place.","Along with its 10 standard airbags, every Camry also features Star Safety System, a robust safety suite that's designed to help prevent accidents from occurring in the first place."
9008,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,36,38,38,1,38,259,0,"Plus, Camry also offers available safety features like Blind Spot Monitor with Rear Cross-Traffic Alert, Intelligent Clearance Sonar with Rear Cross-Traffic Braking, and a bird's-eye-view camera with perimeter scan that can help you spot less visible objects.","Plus, Camry also offers available safety features like Blind Spot Monitor with Rear Cross-Traffic Alert, Intelligent Clearance Sonar with Rear Cross-Traffic Braking, and a bird's-eye-view camera with perimeter scan that can help you spot less visible objects."
9009,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,37,39,39,1,16,102,-1,"All in all, the 2022 Camry delivers a winning combination of style, performance, and undeniable value.","All in all, the 2022 Camry delivers a winning combination of style, performance, and undeniable value."
9010,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,38,40,40,1,28,163,-1,"And this is taken even further on hybrid grades with the enhanced Toyota Hybrid Battery Warranty, which lasts for 10 years or 150,000 miles, whichever comes first.","And this is taken even further on hybrid grades with the enhanced Toyota Hybrid Battery Warranty, which lasts for 10 years or 150,000 miles, whichever comes first."
9011,Toyota 2022 Camry Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),160,39,41,42,2,33,209,-1,"Along with its approachable starting MSRP, as well as amazing ownership perks like the two-year ToyotaCare No Cost Maintenance Plan with Roadside Assistance. And it's no wonder why Camry still holds the crown.","Along with its approachable starting MSRP, as well as amazing ownership perks like the two-year ToyotaCare No Cost Maintenance Plan with Roadside Assistance. And it's no wonder why Camry still holds the crown."
9012,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,1,1,1,1,17,113,0,"Craving an escape from the everyday but don't want to compromise on style, technology, quality, or dependability?","Craving an escape from the everyday but don't want to compromise on style, technology, quality, or dependability?"
9013,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,2,2,3,2,37,242,0,"The 2022 Corolla is your answer. With a stellar reputation stemming from over 50 years of strong sales in the US, Corolla's blend of fun-loving performance and cutting-edge technology continues this winning streak with this latest generation.","The 2022 Corolla is your answer. With a stellar reputation stemming from over 50 years of strong sales in the US, Corolla's blend of fun-loving performance and cutting-edge technology continues this winning streak with this latest generation."
9014,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,3,4,4,1,25,182,0,"Built on the proven TNGA platform, the 12th generation Corolla's dynamic character continues to impress, pairing its legendary value and dependability with sleek, expressive styling.","Built on the proven TNGA platform, the 12th generation Corolla's dynamic character continues to impress, pairing its legendary value and dependability with sleek, expressive styling."
9015,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,4,5,5,1,17,94,0,Let's dig a little deeper and see how Corolla takes those everyday drives to bold new heights.,Let's dig a little deeper and see how Corolla takes those everyday drives to bold new heights.
9016,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,5,6,7,2,42,261,0,"Corolla's latest lineup features some established names and a few surprises. Classic grades include the modern L, LE, and XLE, along with the sporty SE and XSE grades, while Corolla Hybrid has the most efficient EPA-estimated fuel economy ratings in the lineup.","Corolla's latest lineup features some established names and a few surprises. Classic grades include the modern L, LE, and XLE, along with the sporty SE and XSE grades, while Corolla Hybrid has the most efficient EPA-estimated fuel economy ratings in the lineup."
9017,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,6,8,8,1,29,193,0,"Meanwhile, the Nightshade Edition intensifies Corolla SE's appearance with a range of blacked-out accents, while the Apex Edition amplifies the style and performance for both SE and XSE grades.","Meanwhile, the Nightshade Edition intensifies Corolla SE's appearance with a range of blacked-out accents, while the Apex Edition amplifies the style and performance for both SE and XSE grades."
9018,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,7,9,9,1,20,137,0,"So, now more than ever, Corolla's different flavors mean genuinely different vehicles, but they all possess the same undeniable attitude.","So, now more than ever, Corolla's different flavors mean genuinely different vehicles, but they all possess the same undeniable attitude."
9019,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,8,10,10,1,16,111,0,"While Corolla's appearance makes a real statement throughout the lineup, its performance is just as impressive.","While Corolla's appearance makes a real statement throughout the lineup, its performance is just as impressive."
9020,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,9,11,12,2,23,174,0,"First, Corolla's multiple powertrains offer truly distinct personalities. For L grades, a 1.8-liter engine pushes 139 horsepower through a continuously variable transmission.","First, Corolla's multiple powertrains offer truly distinct personalities. For L grades, a 1.8-liter engine pushes 139 horsepower through a continuously variable transmission."
9021,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,10,13,13,1,19,115,0,"Meanwhile, SE and XSE grades harness the punchy 2.0-liter Dynamic Force engine also found in the Corolla hatchback.","Meanwhile, SE and XSE grades harness the punchy 2.0-liter Dynamic Force engine also found in the Corolla hatchback."
9022,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,11,14,14,1,24,141,0,"This engine offers a 30-horsepower boost with higher fuel efficiency ratings over the L grades, so drivers can enjoy the best of both worlds.","This engine offers a 30-horsepower boost with higher fuel efficiency ratings over the L grades, so drivers can enjoy the best of both worlds."
9023,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,12,15,15,1,45,318,0,"It can be paired with either the direct-shift continuously variable transmission that features a physical first-launch gear, paddle shifters, and sport mode for a more engaging driving experience, or a six-speed intelligent manual transmission with an IMT mode that allows for clever rev-matching downshift technology.","It can be paired with either the direct-shift continuously variable transmission that features a physical first-launch gear, paddle shifters, and sport mode for a more engaging driving experience, or a six-speed intelligent manual transmission with an IMT mode that allows for clever rev-matching downshift technology."
9024,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,13,16,16,1,24,155,0,"Additionally, Corolla Hybrid's impressive EPA-estimated MPG ratings of 53 city, 52 highway, and 52 combined can help drivers enjoy fewer stops at the pump.","Additionally, Corolla Hybrid's impressive EPA-estimated MPG ratings of 53 city, 52 highway, and 52 combined can help drivers enjoy fewer stops at the pump."
9025,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,14,17,17,1,30,163,0,"And for an even more thrilling drive, just switch on Hybrid LE's Power Mode to boost its throttle response even further whenever you feel like having a bit of fun.","And for an even more thrilling drive, just switch on Hybrid LE's Power Mode to boost its throttle response even further whenever you feel like having a bit of fun."
9026,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,15,18,18,1,19,110,0,"Finally, it's clear that Corolla Apex is a real head-turner, but it's also just as capable at turning corners.","Finally, it's clear that Corolla Apex is a real head-turner, but it's also just as capable at turning corners."
9027,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,16,19,19,1,42,259,0,"To help tackle those twisty roads, it features a special track-tuned suspension with solid stabilizer bars and a lowered ride height for more agile and responsive driving, as well as a set of available summer tires for enhanced performance in warmer climates.","To help tackle those twisty roads, it features a special track-tuned suspension with solid stabilizer bars and a lowered ride height for more agile and responsive driving, as well as a set of available summer tires for enhanced performance in warmer climates."
9028,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,17,20,20,1,30,172,0,"But no matter the grade, Corolla's fully independent suspension design and sprightly curb weight means this sedan is so fun to drive, you might just take the long way home.","But no matter the grade, Corolla's fully independent suspension design and sprightly curb weight means this sedan is so fun to drive, you might just take the long way home."
9029,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,18,21,22,2,28,178,0,"This amazing performance is clearly reflected in Corolla's exterior styling. This low, wide, and aggressive design speaks for itself, with a host of details unique to each grade.","This amazing performance is clearly reflected in Corolla's exterior styling. This low, wide, and aggressive design speaks for itself, with a host of details unique to each grade."
9030,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,19,23,23,1,16,116,0,"These include a range of exceptional options, including eye-catching 18-inch alloy wheels available on sport grades.","These include a range of exceptional options, including eye-catching 18-inch alloy wheels available on sport grades."
9031,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,20,24,25,2,36,234,0,"and integrated dark gray accents throughout the SE and XSE grays. Similarly, the SE Nightshade Edition adds intrigue with its blacked-out grille and wheels, along with other accents that give Corolla a sharp and uncompromising stance.","and integrated dark gray accents throughout the SE and XSE grays. Similarly, the SE Nightshade Edition adds intrigue with its blacked-out grille and wheels, along with other accents that give Corolla a sharp and uncompromising stance."
9032,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,21,26,26,1,40,231,0,"And the Apex Edition offers a knockout one-two punch of style and performance in both SE and XSE grays, starting with a black and bronze finished body kit, and an available rear trunk aero spoiler that replaces the standard design.","And the Apex Edition offers a knockout one-two punch of style and performance in both SE and XSE grays, starting with a black and bronze finished body kit, and an available rear trunk aero spoiler that replaces the standard design."
9033,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,22,27,27,1,21,148,0,"Additionally, Corolla Apex features lightweight 18-inch black flow-formed alloy wheels, as well as a sport-tuned exhaust with a bolder exhaust note.","Additionally, Corolla Apex features lightweight 18-inch black flow-formed alloy wheels, as well as a sport-tuned exhaust with a bolder exhaust note."
9034,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,23,28,28,1,18,139,0,"But regardless of grade, every model features standard LED exterior lighting, including headlights, taillights, and daytime running lights.","But regardless of grade, every model features standard LED exterior lighting, including headlights, taillights, and daytime running lights."
9035,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,24,29,29,1,47,293,0,"Plus, this year also sees the introduction of two vibrant and distinctive new color options, Ruby Flare Pearl and Windchill Pearl, while the Apex Edition amplifies its bold look with the choice of three sleek paint schemes, including an available trim-exclusive cement color with a black roof.","Plus, this year also sees the introduction of two vibrant and distinctive new color options, Ruby Flare Pearl and Windchill Pearl, while the Apex Edition amplifies its bold look with the choice of three sleek paint schemes, including an available trim-exclusive cement color with a black roof."
9036,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,25,30,30,1,16,111,0,"Inside, Corolla's sleek details and soft-touch materials help deliver a perfect blend of practical and premium.","Inside, Corolla's sleek details and soft-touch materials help deliver a perfect blend of practical and premium."
9037,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,26,31,32,2,25,168,0,This means a comfortable interior with seating for five. complete with conveniently designed latch locations that help with easy installation of car seats for children.,This means a comfortable interior with seating for five. complete with conveniently designed latch locations that help with easy installation of car seats for children.
9038,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,27,33,33,1,30,173,0,"All told, the inviting cabin boasts an impressive amount of passenger space, while the trunk can hold more than enough cargo for your next epic road trip or workout session.","All told, the inviting cabin boasts an impressive amount of passenger space, while the trunk can hold more than enough cargo for your next epic road trip or workout session."
9039,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,28,34,34,1,29,144,0,"And if you need even more space to bring home that smart TV, just flip down the 60-40 split folding rear seats to really open up the cargo area.","And if you need even more space to bring home that smart TV, just flip down the 60-40 split folding rear seats to really open up the cargo area."
9040,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,29,35,35,1,13,79,0,"In terms of technology, the 2022 Corolla is loaded with next-gen street smarts.","In terms of technology, the 2022 Corolla is loaded with next-gen street smarts."
9041,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,30,36,36,1,30,211,0,"Its feature-laden console centers around an audio multimedia system with standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from your iPhone.","Its feature-laden console centers around an audio multimedia system with standard compatibility for Apple CarPlay, which connects drivers to Apple Music, Maps, Messages, and other favorite apps from your iPhone."
9042,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,31,37,37,1,29,199,0,"and Corolla also includes Android Auto compatibility, which makes it easy to stay connected to Android devices, while Amazon Alexa compatibility keeps Amazon's digital assistant just a question away.","and Corolla also includes Android Auto compatibility, which makes it easy to stay connected to Android devices, while Amazon Alexa compatibility keeps Amazon's digital assistant just a question away."
9043,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,32,38,38,1,20,143,-1,"Plus, there's a standard three-month SiriusXM All Access trial subscription to more than 300 radio channels, accessible throughout the country.","Plus, there's a standard three-month SiriusXM All Access trial subscription to more than 300 radio channels, accessible throughout the country."
9044,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,33,39,39,1,16,115,0,"This audio multimedia system is seamlessly integrated into Corolla's touchscreen, 8 inches standard on most grades.","This audio multimedia system is seamlessly integrated into Corolla's touchscreen, 8 inches standard on most grades."
9045,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,34,40,40,1,15,88,-1,while select models can be taken even further with a premium JBL 9-speaker audio system.,while select models can be taken even further with a premium JBL 9-speaker audio system.
9046,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,35,41,41,1,31,222,0,"Corolla can also be linked with trials to Toyota's available connected services, including Safety Connect, Wi-Fi Connect, Remote Connect, and Service Connect, which provides maintenance reminders to both dealer and driver.","Corolla can also be linked with trials to Toyota's available connected services, including Safety Connect, Wi-Fi Connect, Remote Connect, and Service Connect, which provides maintenance reminders to both dealer and driver."
9047,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,36,42,42,1,18,130,0,"Plus, Corolla's available 7-inch multi-information display shows safety alerts and other important details right in line of sight.","Plus, Corolla's available 7-inch multi-information display shows safety alerts and other important details right in line of sight."
9048,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,37,43,43,1,14,95,0,"That's not to say that Corolla's innovative technology is limited to digital displays, however.","That's not to say that Corolla's innovative technology is limited to digital displays, however."
9049,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,38,44,44,1,56,363,0,"With other great available features like Automatic Climate Control, Power and Heated Front Seats, a Smart Key System, and Blind Spot Monitor with Rear Cross-Traffic Alert, which is designed to warn drivers about another vehicle or other object detected behind the vehicle, all of these features come together to perfectly round out this seriously capable compact.","With other great available features like Automatic Climate Control, Power and Heated Front Seats, a Smart Key System, and Blind Spot Monitor with Rear Cross-Traffic Alert, which is designed to warn drivers about another vehicle or other object detected behind the vehicle, all of these features come together to perfectly round out this seriously capable compact."
9050,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,39,45,45,1,16,93,0,All the technology in the world wouldn't matter if Corolla didn't make safety a top priority.,All the technology in the world wouldn't matter if Corolla didn't make safety a top priority.
9051,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,40,46,46,1,19,103,0,"But of course, Corolla goes above and beyond here as well, offering great peace of mind to all drivers.","But of course, Corolla goes above and beyond here as well, offering great peace of mind to all drivers."
9052,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,41,47,47,1,50,320,0,"And this all starts with Toyota Safety Sense 2.0, a suite of active safety technologies which come standard on all grades, and includes an enhanced pre-collision system with pedestrian detection, a lane departure alert with steering assist and road edge detection, automatic high beams, and Dynamic Radar Cruise Control.","And this all starts with Toyota Safety Sense 2.0, a suite of active safety technologies which come standard on all grades, and includes an enhanced pre-collision system with pedestrian detection, a lane departure alert with steering assist and road edge detection, automatic high beams, and Dynamic Radar Cruise Control."
9053,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,42,48,48,1,40,235,0,"DSS 2.0 also features Lane Tracing Assist, which can provide constant steering input to help keep Corolla centered in its lane, as well as Road Sign Assist, which displays certain road signs on the instrument panel for added awareness.","DSS 2.0 also features Lane Tracing Assist, which can provide constant steering input to help keep Corolla centered in its lane, as well as Road Sign Assist, which displays certain road signs on the instrument panel for added awareness."
9054,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,43,49,49,1,23,157,0,Select models are also available with an adaptive front lighting system that can move the headlights when cornering for enhanced visibility throughout turns.,Select models are also available with an adaptive front lighting system that can move the headlights when cornering for enhanced visibility throughout turns.
9055,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,44,50,50,1,19,127,0,"And naturally, Corolla also features Toyota's signature Star Safety System, as well as 10 airbags mounted throughout the cabin.","And naturally, Corolla also features Toyota's signature Star Safety System, as well as 10 airbags mounted throughout the cabin."
9056,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,45,51,52,2,30,179,0,"So that's a look at the 2022 Corolla. With a heritage that dates all the way back to 1966, Corolla has developed a world-class reputation for quality, durability, and reliability.","So that's a look at the 2022 Corolla. With a heritage that dates all the way back to 1966, Corolla has developed a world-class reputation for quality, durability, and reliability."
9057,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,46,53,53,1,19,102,0,"Plus, Corolla has received plenty of accolades over the years, and it was a 2021 IIHS Top Safety Pick.","Plus, Corolla has received plenty of accolades over the years, and it was a 2021 IIHS Top Safety Pick."
9058,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,47,54,54,1,21,150,0,"And with this latest generation's injection of serious style, technology, and advanced safety, this classic Corolla formula just keeps getting better.","And with this latest generation's injection of serious style, technology, and advanced safety, this classic Corolla formula just keeps getting better."
9059,Toyota 2022 Corolla Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),161,48,55,56,2,39,223,-1,"Top that all off with an approachable starting price. as well as premium ownership perks like the ToyotaCare No Cost Maintenance Plan with Roadside Assistance, and Corolla is ready to take on the best the road has to offer.","Top that all off with an approachable starting price. as well as premium ownership perks like the ToyotaCare No Cost Maintenance Plan with Roadside Assistance, and Corolla is ready to take on the best the road has to offer."
9060,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,1,1,1,1,18,90,0,What does it take to be a best-seller in a market as competitive as the midsize SUV class?,What does it take to be a best-seller in a market as competitive as the midsize SUV class?
9061,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,2,2,2,1,17,102,0,"Just ask the Toyota Highlander, which has topped the segment sales charts for five years and counting.","Just ask the Toyota Highlander, which has topped the segment sales charts for five years and counting."
9062,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,3,3,3,1,29,182,0,"Its success is thanks in no small part to its sleek fourth-generation design, which ups the ante even further with its unbeatable formula of style, performance, and premium features.","Its success is thanks in no small part to its sleek fourth-generation design, which ups the ante even further with its unbeatable formula of style, performance, and premium features."
9063,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,4,4,4,1,22,161,0,"This modern Highlander family exemplifies versatility with gasoline, hybrid, front-wheel drive, and all-wheel drive variations across all six of its core grades.","This modern Highlander family exemplifies versatility with gasoline, hybrid, front-wheel drive, and all-wheel drive variations across all six of its core grades."
9064,Toyota 2022 Highlander Overview ¦ Toyota (1080p 30fps H264 128kbit AAC),162,5,5,5,1,21,125,0,"But for 2022, there's now also a special hybrid-exclusive bronze edition, sprucing up the lineup with an added dash of glitz.","But for 2022, there's now also a special hybrid-exclusive bronze edition, sprucing up the lineup with an added dash of glitz."
